kcc_call_id,CreatedOn,state_name,DISTRICT,block,Sector,category,CROP,season,query_type,QueryText,kcc_answer
4993896,2025-07-22T09:43:04.473,TELANGANA,,NEKKONDA,AGRICULTURE,Fiber Crops,Cotton (Kapas),NA,Weed Management,FARMER ASKED QUERY ABOUT WEED MANAGEMENT IN COTTON ?,"విత్తిన 25 నుండి 30 రోజులప్పుడు  గడ్డిజాతి కలుపు మొక్కల నివారణకు :
RECOMMENDED TO SPRAY QUIZALOFOP-P-ETHYL (TARGA SUPER) 400 ML/200 LITRES OF WATER
క్విజలోఫాప్-పి -ఇథైల్(టర్గా సూపర్) 400  మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
OR
విత్తిన 25 నుండి 30 రోజులప్పుడు  వెడల్పాకు  కలుపు మొక్కల నివారణకు :
RECOMMENDED TO SPRAY PYRITHIOBAC SODIUM (HEET WEED/THEAM) 250 ML /200 LITRES OF WATER PER ACRE
పైరిథయోబాక్ సోడియం (హిట్ వీడ్ , థీమ్ ) 250 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
OR
విత్తిన 25 నుండి 30 రోజులప్పుడు  గడ్డిజాతి కలుపు  & వెడల్పాకు  కలుపు మొక్కల నివారణకు :
Recommended to spray Pyrithiobac Sodium 6% + Quizalofop ethyl 4% MEC(Godrej - Hitweed Maxx) 250 to 300 ml per acre / 200 litres of water ( cotton – 300 to 450 ml / acre / 200 litres of water)
Early Post-Emergence and Selective Herbicide
•	Broad-Spectrum Protection: Godrej Hitweed Maxx is a broad-spectrum herbicide that protects crops from narrow and broad-leaf weeds."
4993234,2025-07-22T08:56:38.047,TELANGANA,NIRMAL,KUNTALA,AGRICULTURE,Fiber Crops,Cotton (Kapas),,Nutrient Management,FARMER ASKED QUERY ABOUT NUTRIENT MANAGEMENT IN COTTON ?,RECOMMENDED TO SPRAY POTASSIUM NITRATE 13-0-45 5 GRAMS/1 LITER OF WATER (1KG/ACRE/200 LITERS OF WATER)పొటాషియం  నైట్రేట్  13-0-45  5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి (కేజీ/ఎకరానికి)  +RECOMMENDED TO SPRAY BORAX  3 GRAMS /1 LITER OF WATER(600 GRAMS/200 LITRES OF WATER /ACRE)        బోరాక్స్ 3 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి (600 గ్రాములు /ఎకరానికి)
4992593,,TELANGANA,NIRMAL,KUNTALA,AGRICULTURE,Fiber Crops,Cotton (Kapas),NA,Plant Protection,FARMER ASKED QUERY ABOUT THRIPS AND APHID MANAGEMENT IN COTTON ?,"RECOMMENDED TO SPRAY THIAMETHOXAM (ACTARA) 40 GRAMS /200 LITRES OF WATER / ACRE - WHITEFLY
థయోమిథాక్జొమ్ (అక్టారా) 40 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
OR

RECOMMENDED TO SPRAY DIFENTHIURON (PEGASUS) 240 GM /200 LITRES OF WATER /ACRE 
డిఫెంతియూరోన్ (పెగాసస్) 240 గ్రాములు /200 లీటరు నీటికి కలిపి ఎకరానికి పిచికారీ చేయాలి"
4992592,2025-07-22T08:53:51.623,TELANGANA,,KUNTALA,AGRICULTURE,Others,Others,NA,Government Schemes,FARMER ASKED QUERY ON RELEASE DATE OF 20th INSTALMENT OF  PM KISAN SAMMAN NIDHI?,"Honourable Prime Minister will release the 20th Installment of PM KISAN scheme may be in july month 2025.
గౌరవనీయులైన ప్రధాన మంత్రి PM కిసాన్ పథకం యొక్క 20వ విడతను   జులై నెలలో  2025న విడుదల చేస్తారు.
 ఇంకా అధికారికంగా ప్రకటించలేదు"
4992591,2025-07-22T08:27:11.893,TELANGANA,WARANGAL RURAL,SANGAM,AGRICULTURE,,Green Gram (Moong Bean/ Moong),NA,Plant Protection,borer and sucking pest management in green gram,మోనోక్రోటోపాస్ (నువక్రోన్) 400  మిల్లి లీటర్లు  /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
4991976,2025-07-22T08:11:53.483,TELANGANA,WARANGAL RURAL,GEESUGONDA,AGRICULTURE,,,NA,Weed Management,FARMER ASKED QUERY ABOUT HOW MANY HOURS ARE  NEEDED  TO AVOID RAIN AFTER SPRAYING OF HERBICIDE MAIZE  ?,"కలుపు మందు పిచికారీ చేసిన 6 గంటల వరకు వర్షం పడకూడదు. 6 గంటలు కంటే ముందుగా వర్షం పడితే ఆ కలుపు మందు సరిగా పనిచేయదు, 6 గంటల తర్వాత వర్షం పడితే ఆ మందు  సమర్థవంతంగా పనిచేస్తుంది."
4991507,2025-07-22T07:23:37.173,TELANGANA,NIRMAL,SARANGAPUR,AGRICULTURE,Fiber Crops,Cotton (Kapas),NA,,FARMER ASKED QUERY ABOUT FERTILIZER MANAGEMENT IN COTTON?,"ఎకరకు ప్రతీసారి 25 కీలోల యూరియా మరియు 10 కిలోల మ్యూరేట్ ఆఫ్ పోటాష్ లను 4 సార్లు –  అదే మొతాదులో 20,40,60,80 రోజులకు అందించాలి."
4991506,2025-07-22T07:21:35.08,TELANGANA,,,AGRICULTURE,Fiber Crops,Cotton (Kapas),NA,Plant Protection,FARMER ASKED QUERY ABOUT APHIDS MANAGEMENT IN COTTON,"RECOMMENDED TO SPRAY IMIDACLOPRID (CONFIDOR) 60 ML /200 LITRES OF WATER / ACRE       
ఇమిడాక్లోప్రిడ్  60 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి"
4991505,2025-07-22T07:20:13.35,TELANGANA,NIRMAL,SARANGAPUR,AGRICULTURE,Fiber Crops,Cotton (Kapas),,Nutrient Management,FARMER ASKED QUERY ABOUT NUTRIENT MANAGEMENT IN COTTON?,"RECOMMENDED TO SPRAY NPK 19-19-19 MIXTURE 5 GRAMS/ LITRE OF WATER 
NPK 19-19-19  5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి"
4991504,2025-07-22T07:19:36.49,TELANGANA,NIRMAL,SARANGAPUR,AGRICULTURE,Fiber Crops,,NA,Plant Protection,FARMER ASKED QUERY ABOUT APHIDS MANAGEMENT IN COTTON?,"RECOMMENDED TO SPRAY THIAMETHOXAM (ACTARA) 
40 GRAMS /200 LITRES OF WATER / ACRE - WHITEFLY
థయోమిథాక్జొమ్ (అక్టారా) 40 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి"
4991289,2025-07-22T06:52:39.96,TELANGANA,NIRMAL,SARANGAPUR,AGRICULTURE,Cereals,Paddy (Dhan),NA,Nutrient Management,ferrous deficiency on paddy,ఫెర్రస్ సల్ఫేట్ (అన్నభేది) 20 గ్రాములు + నిమ్మ ఉప్పు 2 గ్రాములు  / లీటర్ నీటిలో కలిపి పిచికారీ చేయాలి and NPK 19-19-19  5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి
4990630,2025-07-21T20:25:02.443,,NIRMAL,BHAINSA,AGRICULTURE,Oilseeds,Soybean (bhat),,Plant Protection,SOYBEAN STEM FLY MANAGEMENT ;-,RECOMMENDED TO SPRAY  CHLORPYRIFOS 500 ML +  DICHLORVOS 200 ML /200 LITRES OF WATER / ACRE
4990620,2025-07-21T20:24:21.917,TELANGANA,WARANGAL RURAL,WARDHANNA PET,AGRICULTURE,Cereals,Paddy (Dhan),NA,Fertilizer Use and Availability,Fertilizer management in paddy nursery,"Advised farmer to apply 2 kg urea per acre nursery of paddy
ఎకరం నీకి సరిపోయే నారుమడికి 2 కిలోల యూరియా వెయ్యమని సలహా ఇవ్వదమైనది"
4990629,2025-07-21T20:20:55.383,TELANGANA,NIRMAL,BHAINSA,AGRICULTURE,Oilseeds,Soybean (bhat),,Water Management,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది. వర్షం  పడే అవకాశం   కలదు.
4990621,2025-07-21T20:19:33.607,TELANGANA,WARANGAL RURAL,WARDHANNA PET,AGRICULTURE,Fiber Crops,Cotton (Kapas),NA,Water Management,Weather report for water management in cotton,"There is a chance of light to moderate rains in your area
మీ ప్రాంతంలో తేలికపాటి నుండి మోస్తరు వర్షాలు కురిసే అవకాశం ఉంది"
4990628,2025-07-21T20:16:16.073,TELANGANA,NIRMAL,BHAINSA,AGRICULTURE,Oilseeds,Soybean (bhat),,Plant Protection,FARMER ASKED QUERY ON Girdle beetle MANAGEMENT IN SOYABEAN,"RECOMMENDED TO SPRAY QUINALPHOS (SYNGENTA- EKALUX) 400 ML PER ACRE WITH 200 LIT OF  WATER
క్వినాలోఫాస్( సిన్జేన్ట- ఏకలక్స్) 400 మీ.లి  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి"
4989337,,TELANGANA,WARANGAL RURAL,ATHMAKUR,AGRICULTURE,Cereals,Paddy (Dhan),NA,Government Schemes,PM KISAN new registration,"As the farmer applied for PM KISAN after Feb 1st, 2019, so not getting installments
ఫిబ్రవరి 1, 2019 తర్వాత రైతు PM కిసాన్ కోసం దరఖాస్తు చేసుకున్నందున, వాయిదాలు అందడం లేదు."
4989329,2025-07-21T18:37:39.22,TELANGANA,WARANGAL RURAL,DUGGONDI,AGRICULTURE,Cereals,Paddy (Dhan),NA,Weed Management,FARMER ASKED QUERY ABOUT WEED MANAGEMENT IN PADDY,"కలుపు యాజమాన్యం: ఎకరాకు ప్రెటిలాక్లోర్ సేఫ్నర్ మందును 600-800 మి.లీ. విత్తిన 3-5 రోజులలోపు లేదా పైరాజోసల్ఫ్యూరాన్ ఈథైల్ 80-100 గ్రా. లేదా బ్యూటాక్లోర్ 1-1.5 లీ. లేదా ప్రెటిలాక్లోర్ 500 మి.లీ. లేదా అక్సాయార్జిల్ మందును 35-45 గ్రా. 8-10 రోజులలో ఇసుకలో కలిపి చల్లాలి.

ఎకరాకు సైహలోఫాస్ పి బ్యూటైల్ 300 మి.లీ. (ఊద, ఒడిపిలి) లేదా ఫినాక్స్ ప్రాప్ పి ఈధైల్ 250-300 మి.లీ. విత్తివ 15 రోజులకు లేదా బిస్పైరిబాక్ సోడియం 100 మి.లీ. విత్తిన 20 రోజులకు 200 లీటర్ల నీటిలో కలిపి పిచికారి చేయాలి. బిస్పైరిబాక్ సోడియం వెడల్పాకు గడ్డి జాతిని కూడా అరికట్టును. వెడల్పాకు కలుపు నివారణకు 2,4-డి సోడియం సాల్ట్ 600 గ్రా. విత్తిన 25-30 రోజులకు పిచికారి చేయాలి. పంట దశను, కలుపు రకాన్ని బట్టి కలుపు మందును ఎంచుకోవాలి."
4988679,2025-07-21T18:03:43.697,TELANGANA,NIRMAL,BHAINSA,AGRICULTURE,Fiber Crops,Cotton (Kapas),,Fertilizer Use and Availability,FARMER ASKED QUERY ABOUT FERTILIZER MANAGEMENT IN COTTON,"పై పాటుగా వేయు నత్రజని, పొటాష్ లను యూరియా మరియు మ్యూరేట్ ఆఫ్ పోటాష్ రూపంలో అందించాలి. ఎరకాకు రకాలకైతే ప్రతీసారి 25 కీలోల యూరియా మరియు 10 కిలోల మ్యూరేట్ ఆఫ్ పోటాష్ లను 3 సార్లు – 36,60,90 రోజులలో, హైబ్రిడ్లకయితే అదే మొతాదులో 20,40,60,80 రోజులకు అందించాలి."
4987395,2025-07-21T16:55:29.063,TELANGANA,NIRMAL,TANUR,AGRICULTURE,Fiber Crops,Cotton (Kapas),NA,Weather,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది .జల్లులు పడే అవకాశం ఉంది
4987402,2025-07-21T16:26:27.153,TELANGANA,NIRMAL,KUBEER,AGRICULTURE,Fiber Crops,Cotton (Kapas),NA,Water Management,Farmer asked query on Weather,మీ ప్రాంతంలో వాతావరణం మబ్బులుగా ఉంటుంది. జల్లులు పడే అవకాశం ఉంది.
4986767,2025-07-21T16:18:18.41,TELANGANA,NIRMAL,TANUR,AGRICULTURE,Oilseeds,Soybean (bhat),NA,Water Management,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం కలదు.
4986102,2025-07-21T15:08:18.613,TELANGANA,NIRMAL,TANUR,AGRICULTURE,Oilseeds,Soybean (bhat),NA,Nutrient Management,SOYABEAN   NUTRIENT  MANAGEMENT ;-,పొటాషియం  నైట్రేట్  13-0-45 @ 5 గ్రాములు +  అగ్రోమిం మాక్స్ @ 3 గ్రాములు లీటరు నీటికి లలిపి  పిచికారీ చేయండి.
4985480,2025-07-21T15:04:31.22,TELANGANA,,,AGRICULTURE,Oilseeds,Soybean (bhat),,Water Management,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం కలదు.
4985477,2025-07-21T14:54:29.307,TELANGANA,NIRMAL,TANUR,AGRICULTURE,Fiber Crops,Cotton (Kapas),,Weather,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది .జల్లులు పడే అవకాశం ఉంది
4985479,2025-07-21T14:41:56.263,TELANGANA,NIRMAL,,AGRICULTURE,,Soybean (bhat),NA,,,"CLOUDY WEATHER, THERE IS A CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది."
4984812,2025-07-21T14:26:34.773,TELANGANA,NIRMAL,KUBEER,AGRICULTURE,Fiber Crops,Cotton (Kapas),NA,Weather,Farmer asked query on Weather,"CLOUDY WEATHER, THERE IS A CHANCE OF  SHOWERS IN YOUR AREA  
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది."
4984295,2025-07-21T13:54:04.473,TELANGANA,NIRMAL,BHAINSA,AGRICULTURE,Oilseeds,Soybean (bhat),NA,Water Management,Farmer asked query on Weather,"మీ ప్రాంతం లో ఈ రోజు వాతావరణం మబ్బులుగా ఉంటుంది, జల్లులు  పడే అవకాశం ఉంది."
4984146,2025-07-21T13:42:59.297,TELANGANA,NIRMAL,TANUR,AGRICULTURE,,Cotton (Kapas),NA,Water Management,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.
4984152,2025-07-21T13:36:36.587,TELANGANA,WARANGAL,BHEEMDEVARAPALLI,AGRICULTURE,Cereals,Paddy (Dhan),NA,Fertilizer Use and Availability,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం ఉంది
4982201,2025-07-21T11:47:23.84,TELANGANA,WARANGAL RURAL,PARVATHAGIRI,AGRICULTURE,Fiber Crops,Cotton (Kapas),NA,Water Management,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.
4980422,2025-07-21T11:09:20.567,TELANGANA,WARANGAL RURAL,PARKAL,AGRICULTURE,Others,Others,NA,Weather,,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది. వర్షం  పడే అవకాశం   కలదు.
4980892,2025-07-21T11:08:58.443,TELANGANA,WARANGAL RURAL,SANGAM,AGRICULTURE,Others,Others,NA,Weather,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది. వర్షం  పడే అవకాశం   కలదు.
4980900,2025-07-21T11:03:26.86,TELANGANA,WARANGAL RURAL,SHYAMPET,HORTICULTURE,Condiments and Spices,Turmeric,NA,Cultural Practices,FARMER ASKED QUERY ON WEED MANAGEMENT IN TERMERIC,గుడ్డిజాతి మొక్కలు ఎక్కువగా ఉంటే వాటి నిర్మూలనకు ఎకరానికి 400 మీ.లీ. క్వినాల్ఫాస్ ఇథైల్ మందును 200 లీటర్ల నీటిలో కలిపి పిచికారి చేయాలి
4980905,2025-07-21T10:49:27.65,TELANGANA,WARANGAL RURAL,PARVATHAGIRI,AGRICULTURE,Cereals,Paddy (Dhan),NA,Plant Protection,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది. వర్షం  పడే అవకాశం   కలదు.
4979789,2025-07-21T10:23:26.473,TELANGANA,WARANGAL RURAL,,AGRICULTURE,Cereals,Paddy (Dhan),,Cultural Practices,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది. వర్షం  పడే అవకాశం   కలదు.
4980271,2025-07-21T10:12:45.95,TELANGANA,WARANGAL,WARANGAL,AGRICULTURE,Cereals,Paddy (Dhan),NA,Nutrient Management,FARMER ASKED QUERY ON ZINC DEFICIENCY MANAGEMENT IN PADDY NURSERY,"RECOMMENDED TO SPRAY ZINC SULPHATE 2 GRAM /1 LITER OF WATER. (400GRS /ACRE/ 200 LITS OF WATER)
జింక్ సల్ఫేట్  2 గ్రాములు  / లీటర్ నీటిలో కలిపి పిచికారీ చేయాలి"
4980270,2025-07-21T10:11:33.03,TELANGANA,WARANGAL,WARANGAL,AGRICULTURE,Cereals,Paddy (Dhan),NA,Weed Management,FARMER ASKED QUERY ON WEED MANAGEMENT IN PADDY NURSERY,"నారుమడిలో ఊద, ఒడిపిలి వంటి గడ్డి జాతి కలుపు ఉన్నట్లయితే విత్తిన 15-20 రోజులకు సైహలోఫాప్-పి-బ్యుటైల్ అనే కలుపు మందును 1.5 మి.లీ. లీటరు నీటికి కలిపి పిచికారి చేసుకోవాలి."
4979019,2025-07-21T09:26:03.283,TELANGANA,WARANGAL RURAL,NALLA BELLI,HORTICULTURE,Fruits,Acid Lime,,Nutrient Management,QUERY ON NUTRIENT MANAGEMENT IN ACID LIME,19-19-19 @ 5 గ్రాములు +  అగ్రోమిం మాక్స్ @ 3 గ్రాములు లీటరు నీటికి కలిపి పిచికారీ చేయండి.
4979020,,TELANGANA,WARANGAL RURAL,NALLA BELLI,HORTICULTURE,,Acid Lime,NA,Fertilizer Use and Availability,QUERY ON FERTILIZER APPLICATION IN LIME,RECOMMENDED TO APPLY 600 GM UREA + 500 GM SSP + 150 GM POTASH PER PLANT
,2025-07-21T09:23:46.28,TELANGANA,WARANGAL RURAL,NALLA BELLI,HORTICULTURE,Fruits,Acid Lime,NA,Plant Protection,QUERY ON LEAF EATING CATERPILLAR MAAGEMENT IN ACID LIME,"RECOMMENDED TO SPRAY NOVALURON 5.25% + EMAMECTIN BENZOATE 0.9% (BARAZIDE,  GUNTHER ) 320ML/200 LITER OF WATER/ACRE (32 ML IN 20 LITER OF WATER)
నోవాల్యూరాన్ 5.25% + ఏమామెక్టిన్  బెంజోయిట్ 0.9% (బరజైడ్ ,  గుంతర్) 320 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 

OR

RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  (PROCLAIM) 90 GRAMS /200 LITRES OF WATER / ACRE (9 GM IN 20 LITER OF WATER)  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి."
4979023,2025-07-21T09:00:52.507,TELANGANA,WARANGAL RURAL,PARVATHAGIRI,AGRICULTURE,Others,Others,NA,Government Schemes,QUERY ON PMKISAN SAMMAN NIDHI YOJANA,Warangal	 - Shreya - AO(Technical) - 7288894709
4978367,2025-07-21T08:51:05.07,TELANGANA,WARANGAL RURAL,NARASARAOPETA,AGRICULTURE,Millets,Maize (Makka),NA,Water Management,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది. వర్షం  పడే అవకాశం   కలదు.
4978375,2025-07-21T08:46:32.69,TELANGANA,WARANGAL,HANAMKONDA,AGRICULTURE,Cereals,Paddy (Dhan),NA,Fertilizer Use and Availability,FERTILIZER RECOMMENDATION IN PADDY,"RECOMMENDED TO APPLY DAP 50 KG/ACRE, POTASH 20 KG /ACRE, UREA 33 KG/ACRE"
4978374,2025-07-21T08:44:31.773,TELANGANA,WARANGAL,HANAMKONDA,,Fiber Crops,Cotton (Kapas),,Water Management,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.
4973840,2025-07-20T21:22:19.55,TELANGANA,WARANGAL RURAL,PARKAL,ANIMAL HUSBANDRY,Animal,Dog,,Disease Management,Mobile Veterinary Clinic Ambulance Services | Toll Free,Mobile Veterinary Clinic Ambulance Services | Toll Free No 1962
4973702,2025-07-20T20:34:13.847,TELANGANA,WARANGAL,DHARMASAGAR,AGRICULTURE,Cereals,Paddy (Dhan),,Cultural Practices,Characters and sowing time of MTU-1271,"MTU-1271 paddy variety is having 140 days duration with 40 to 45 quintals per acre of yield
MTU-1271 వరి రకం 140 రోజుల వ్యవధిని కలిగి ఉంది, ఎకరానికి 40 నుండి 45 క్వింటాళ్ల దిగుబడిని ఇస్తుంది."
4973838,2025-07-20T19:45:08.47,TELANGANA,WARANGAL,KAMALAPUR,AGRICULTURE,Others,Others,NA,Government Schemes,PM KISAN CREDIT CARD INFORMATION ;-,CONTACT TO BANK MANAGER
4973661,2025-07-20T18:33:47.81,TELANGANA,WARANGAL RURAL,SANGAM,AGRICULTURE,Cereals,Paddy (Dhan),NA,Sowing Time and Weather,FARMER ASKED QUERY ABOUT SOWING TIME  OF RNR 15048 PADDY,"ఆలస్యంగా నారు పోసుకొనుటకు (చిన్న చెరువులు, నీరు తక్కువగా వున్న చోట) నార్లు పోయడానికి జులై చివరి వరకు సమయము.	స్వల్పకాలిక రకాలు వేసుకోవచ్చు"
,2025-07-20T18:29:32.39,TELANGANA,WARANGAL RURAL,,HORTICULTURE,Condiments and Spices,Turmeric,NA,Cultural Practices,FARMER ASKED QUERY ABOUT WEED MANAGEMENT IN TURMERIC,పసుపులో ఈ దశలో హెర్బిసైడ్ వాడకం కంటే చేతి కలుపు తీయడం మంచిది.
4973845,2025-07-20T17:56:17.257,TELANGANA,WARANGAL RURAL,NEKKONDA,AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),NA,Fertilizer Use and Availability,FERTILIZER MANAGEMENT IN GREEN GRAM,RECOMMENDED FERTILIZER IN GREEN GRAM 45 KG OF UREA /ACRE
4973743,2025-07-20T17:21:40.13,TELANGANA,WARANGAL RURAL,PARVATHAGIRI,AGRICULTURE,Fiber Crops,Cotton (Kapas),NA,Weather,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది .జల్లులు నుండి మోస్తరు వర్షం పడే అవకాశం ఉంది
4964140,2025-07-20T17:10:42.723,TELANGANA,WARANGAL RURAL,NEKKONDA,AGRICULTURE,Cereals,Paddy (Dhan),NA,Weather,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది .జల్లులు నుండి మోస్తరు వర్షం పడే అవకాశం ఉంది
4973583,2025-07-20T16:49:52.953,TELANGANA,WARANGAL RURAL,SANGAM,AGRICULTURE,Oilseeds,Niger (Ramtil),NA,Seeds,FARMER ASKED QUERY ABOUT SEED AVAILABILITY OF NIGER,"RECOMMENDED TO CONTACT REGIONAL AGRICULTURAL RESEARCH STATION ,PALEM 7207240582,08540228646
ప్రాంతీయ వ్యవసాయ పరిశోధనా కేంద్రం, పాలెం 7207240582,08540228646 ని సంప్రదించమని సిఫార్సు చేయబడింది"
4973830,2025-07-20T16:11:08.35,TELANGANA,WARANGAL,BHEEMDEVARAPALLI,AGRICULTURE,Others,Others,NA,Government Schemes,CROP LOAN  PROBLEM ;-,CONTACT TO MAO AND COLLECTOR OFFICE
4973674,2025-07-20T15:47:36.2,TELANGANA,WARANGAL RURAL,NEKKONDA,AGRICULTURE,Millets,Maize (Makka),NA,Nutrient Management,NUTRIENT MANAGEMENT IN MAIZE,"RECOMMENDED TO SPRAY NPK 19-19-19 MIXTURE 5 GRAMS/ LITRE OF WATER 
NPK 19-19-19  5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి"
4964126,2025-07-20T14:19:19.52,TELANGANA,WARANGAL RURAL,SANGAM,AGRICULTURE,Fiber Crops,Cotton (Kapas),NA,Weather,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది .జల్లులు నుండి మోస్తరు వర్షం పడే అవకాశం ఉంది
4973738,2025-07-20T13:45:20.16,TELANGANA,WARANGAL RURAL,PARVATHAGIRI,AGRICULTURE,Others,Others,,Government Schemes,FARMER ASKED QUERY ON FARMER ID REGISTRATION,"PLEASE CONTACT YOUR  A.E.O FOR FARMER ID REGISTRATION 
రైతు గుర్తింపు నమోదు కోసం దయచేసి మీ A.E.O ని సంప్రదించండి."
4973737,2025-07-20T13:44:00.86,TELANGANA,WARANGAL RURAL,PARVATHAGIRI,AGRICULTURE,Others,Others,,Government Schemes,FARMER ASKED QUERY ON PM KISAN INSTALLMENT REALTED ISSUE,"PLEASE CONTACT TO US WHEN YOU HAVE YOUR REGISTERED MOBILE NUMBER WITH YOU 
మీ రిజిస్టర్డ్ మొబైల్ నంబర్ మీ దగ్గర ఉన్నప్పుడు దయచేసి మమ్మల్ని సంప్రదించండి."
4973746,2025-07-20T11:40:55.053,TELANGANA,WARANGAL,HANAMKONDA,AGRICULTURE,Fiber Crops,Cotton (Kapas),NA,Nutrient Management,FARMER ASKED QUERY ON NUTRIENT MANAGEMENT IN COTTON,"RECOMMENDED TO SPRAY WITH MAGNESIUM SULPHATE 5-10 GRMS PER LITRE WATER (2KG/ACRE)
మెగ్నీషియం సల్ఫేట్ 10 గ్రాములు / లీటరు నీటికి కలిపి వాడాలి(2 కేజీలు ఎకరానికి)"
4973745,2025-07-20T11:39:39.28,TELANGANA,WARANGAL,HANAMKONDA,AGRICULTURE,Cereals,Paddy (Dhan),NA,Plant Protection,FARMER ASKED QUERY ON STEM BORER MANAGEMENT IN PADDY NURSERY,"నారు పీకే 7 రోజుల ముందు గుంట నారుముడికి (2.5 సెంట్లకు) 400 గ్రా, కార్బోప్యూరాన్ 3జి గుళికలు ఇసుకలో కలిపి చల్లి పలుచగా నీరుంచాలి. అవసరాన్ని బట్టి మడిలో ఇతర సస్యరక్షణ చర్యలు చేపట్టాలి."
4973747,2025-07-20T11:38:16.97,TELANGANA,WARANGAL,HANAMKONDA,AGRICULTURE,Cereals,Paddy (Dhan),NA,Fertilizer Use and Availability,FARMER ASKEDE QUERY ON FERTILIZER MNAGEMENT IN PADDY NURSERY,"రెండు గుంటల (5 సెంట్లు) నారుముడికి 2 కిలోల నట్రజని (1 కిలో విత్తనం చల్లేముందు, మరో కిలో విత్తిన 12-14 రోజులకు), 1 కిలో భాస్వరం మరియు 1 కిలో పొటాష్ నిచ్చే ఎరువులను దుక్కిలో వేయాలి. పశువుల పేడను లేదా ఇతర సేంద్రియ ఎరువులను దుక్కిలో వేయడం చాలా మంచిది."
4973748,,,WARANGAL,HANAMKONDA,AGRICULTURE,Millets,Maize (Makka),,Water Management,Farmer asked query on Weather,"CLOUDY WEATHER, THERE IS A CHANCE OF SHOWERS IN YOUR AREA  
 మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం ఉంది"
